UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Nonresident Undergraduates,Percent of Bachelor Degrees American Indian or Alaska Native Men,Percent of Bachelor Degrees American Indian or Alaska Native Total,Percent of Bachelor Degrees American Indian or Alaska Native Women,Percent of Bachelor Degrees Asian Men,Percent of Bachelor Degrees Asian Total,Percent of Bachelor Degrees Asian Women,Percent of Bachelor Degrees Black or African American Men,Percent of Bachelor Degrees Black or African American Total,Percent of Bachelor Degrees Black or African American Women,Percent of Bachelor Degrees Latino Men,Percent of Bachelor Degrees Latino Total,Percent of Bachelor Degrees Latina Women,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Men,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Total,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Women,Percent of Bachelor Degrees Women,Percent of Bachelor Degrees Men,Percent of Bachelor Degrees White Total,Percent of Bachelor Degrees White Men,Percent of Bachelor Degrees White Women,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Debt for Dependent Students,Median Debt for Independent Students,Percent of Part-Time Undergraduates,"Average In-State Tuition for First-Time, Full-Time Undergraduates","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates",Number of Undergraduates Enrolled
405854,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,14500.0,14500.0,,6346.0,3985.0,225.0
407568,1.0,6.0,2.0,36.0,7.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,5217.0,0.1656,,,5925.0,5852.0,1064.0,143.0
408729,0.0,1.0,0.0,7.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8208.0,11493.0,0.0385,9842.0,9842.0,7257.0,4750.0,4695.0,87.0
410797,0.0,5.0,0.0,72.0,5.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7758.0,4235.0,,275.0
413626,81.0,9.0,0.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.408,3696.0,3696.0,,5714.0,2222.0,82.0
413778,0.0,1.0,1.0,46.0,26.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8841.0,15812.0,0.3945,,,7998.0,3920.0,102.0,190.0
413893,0.0,1.0,1.0,36.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7110.0,5264.0,469.0,1269.0
413972,0.0,4.0,4.0,26.0,7.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6334.0,0.0,,,9139.0,2186.0,,27.0
414823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,16000.0,13989.0,0.1199,,,,,,
414966,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417655,0.0,0.0,0.0,4.0,4.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,8057.0,3588.0,100.0,28.0
417734,1.0,1.0,0.0,4.0,2.0,1.0,91.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,1.0,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,36041.0,10605.0,12658.0,0.6269,11691.0,11691.0,7355.0,5824.0,,58.0
417752,0.0,10.0,0.0,3.0,29.0,0.0,55.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.666667,0.333333,0.833333,0.333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0303,9450.0,9450.0,5500.0,7210.0,2200.0,29.0
418001,0.0,8.0,2.0,30.0,3.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7125.0,12125.0,0.0,,,1451.0,1562.0,,87.0
418065,1.0,0.0,2.0,39.0,20.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4950.0,9500.0,0.2094,,,6863.0,4058.0,,195.0
418126,0.0,0.0,26.0,16.0,15.0,0.0,32.0,3.0,8.0,0.0,0.0,0.0,0.178571,0.321429,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642857,0.357143,0.535714,0.142857,0.392857,0.0,0.0,0.0,0.0,1.0,0.0,36041.0,10902.0,19477.0,0.384,14040.0,14040.0,3598.0,1718.0,,128.0
418296,44.0,0.0,1.0,4.0,12.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.5468,,,,6895.0,843.0,392.0
418348,4.0,15.0,1.0,3.0,8.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.4762,,,,3816.0,1831.0,59.0
418445,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,3112.0,4095.0,,18.0
418524,0.0,0.0,0.0,6.0,2.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8705.0,14677.0,0.0,,,7833.0,6166.0,,47.0
418889,0.0,0.0,0.0,5.0,19.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.3065,,,11635.0,4065.0,,37.0
419253,0.0,1.0,2.0,32.0,12.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,6129.0,3451.0,,121.0
419703,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,2500.0,3083.0,0.0,7800.0,7800.0,3342.0,9017.0,,460.0
420255,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,3464.0,4852.0,,29.0
420370,0.0,0.0,1.0,84.0,8.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4430.0,7652.0,0.0,,,5245.0,4200.0,8000.0,479.0
420538,0.0,4.0,1.0,1.0,3.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4768.0,10532.0,0.4166,2352.0,3972.0,4308.0,5381.0,2279.0,510.0
421896,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,3997.0,175.0,141.0
425250,0.0,1.0,4.0,70.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5947.0,8631.0,0.386,,,6990.0,4271.0,,63.0
427308,0.0,0.0,74.0,0.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,4400.0,,92.0
427894,0.0,0.0,27.0,56.0,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6655.0,0.0,,,7467.0,5767.0,,82.0
427982,1.0,4.0,1.0,58.0,8.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8750.0,9500.0,0.2313,16500.0,16500.0,7472.0,6843.0,,140.0
428019,27.0,0.0,1.0,11.0,0.0,1.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0877,,,,3211.0,1106.0,49.0
430218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430227,0.0,9.0,1.0,53.0,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7877.0,9500.0,0.2222,,,8466.0,4591.0,1000.0,66.0
430403,1.0,2.0,2.0,57.0,22.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10255.0,17199.0,0.0,,,6831.0,4044.0,,322.0
430908,0.0,0.0,0.0,2.0,2.0,0.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8750.0,14750.0,0.2195,,,8158.0,8357.0,,28.0
432348,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434496,0.0,4.0,1.0,25.0,7.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.0,,,5996.0,3893.0,,81.0
434584,58.0,1.0,12.0,3.0,3.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.7083,4440.0,4440.0,,5498.0,1306.0,55.0
435000,4.0,0.0,7.0,37.0,4.0,0.0,48.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.111111,0.055556,0.055556,0.0,0.0,0.0,0.0,0.888889,0.111111,0.777778,0.055556,0.722222,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,,,0.2414,8992.0,19863.0,,,,27.0
436429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.003876,0.003876,0.0,0.03876,0.04845,0.00969,0.044574,0.060078,0.015504,0.083333,0.118217,0.034884,0.0,0.0,0.0,0.310078,0.689922,0.106589,0.085271,0.021318,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,13625.0,15310.0,0.0,,,8278.0,5374.0,1271.0,5829.0
436632,0.0,0.0,1.0,74.0,9.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8523.0,9501.0,0.5248,,,5307.0,3036.0,,74.0
437705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,,,,,,
437769,0.0,0.0,0.0,73.0,8.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8615.0,18439.0,0.0,,,10878.0,6127.0,,108.0
438151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,9286.0,9500.0,0.0,,,,,,
438337,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0278,,,,6845.0,167.0,114.0
438708,0.0,4.0,0.0,2.0,0.0,0.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5138.0,6000.0,0.4041,3768.0,8520.0,2302.0,5534.0,3768.0,112.0
439747,0.0,0.0,84.0,3.0,11.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1742,,,,6345.0,,114.0
440101,1.0,3.0,1.0,55.0,8.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7628.0,7917.0,0.5377,,,8658.0,4445.0,1000.0,48.0
440138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440749,3.0,2.0,3.0,18.0,11.0,2.0,49.0,,,0.0,0.0,0.0,0.047619,0.047619,0.0,0.190476,0.190476,0.0,0.095238,0.095238,0.0,0.0,0.0,0.0,0.095238,0.904762,0.666667,0.571429,0.095238,0.095238,0.0,0.0,0.0,0.0,0.761905,47921.5,13965.0,15884.0,0.7759,6000.0,6000.0,,,,2.0
440828,1.0,5.0,2.0,1.0,11.0,0.0,75.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,15000.0,16291.0,0.5024,9750.0,30165.0,6631.0,5607.0,6717.0,566.0
441052,1.0,5.0,22.0,6.0,53.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8444.0,9500.0,0.0,,,9567.0,4564.0,3047.0,1374.0
441168,0.0,0.0,0.0,4.0,30.0,0.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5195.0,6333.0,0.0,,,6151.0,4248.0,,23.0
441548,0.0,7.0,5.0,24.0,13.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,8773.0,4614.0,,86.0
441830,0.0,0.0,2.0,0.0,14.0,0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,6520.0,4244.0,,43.0
441900,0.0,7.0,9.0,7.0,41.0,1.0,19.0,6.0,0.0,0.0,0.0,0.0,0.031537,0.127464,0.095926,0.015769,0.064389,0.04862,0.059133,0.327201,0.268068,0.005256,0.019711,0.014455,0.797635,0.202365,0.316689,0.053876,0.262812,0.038108,0.0,0.088042,0.0,0.48883,0.089356,47921.5,8250.0,15500.0,0.5321,5400.0,18765.0,5218.0,3839.0,1853.0,2055.0
442134,1.0,12.0,3.0,8.0,28.0,1.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7048.0,4439.0,1988.0,363.0
442569,1.0,5.0,1.0,33.0,10.0,0.0,42.0,10.0,0.0,0.004532,0.004532,0.0,0.012085,0.013595,0.001511,0.13142,0.247734,0.116314,0.067976,0.102719,0.034743,0.003021,0.003021,0.0,0.311178,0.688822,0.403323,0.303625,0.099698,0.166163,0.0,0.0,0.0,0.016616,0.370091,47921.5,5500.0,9058.0,0.5913,7080.0,7080.0,6172.0,5466.0,2248.0,1360.0
442879,2.0,27.0,1.0,11.0,20.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7917.0,0.3605,,,5225.0,2255.0,,670.0
442888,0.0,9.0,0.0,13.0,65.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6875.0,9500.0,0.0,,,7360.0,4472.0,,23.0
443058,0.0,8.0,3.0,5.0,10.0,0.0,67.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,,,0.8261,6570.0,6570.0,,,,11.0
443146,0.0,0.0,0.0,66.0,27.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0095,,,5021.0,3686.0,,50.0
443377,0.0,2.0,0.0,2.0,6.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,12000.0,19088.0,0.0,17892.0,17892.0,9098.0,4556.0,,54.0
443669,5.0,1.0,2.0,6.0,46.0,2.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7921.0,0.0,,,4750.0,2906.0,1530.0,114.0
443702,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444219,1.0,6.0,12.0,5.0,22.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9420.0,0.7568,0.0,8880.0,6247.0,5273.0,482.0,1821.0
444228,0.0,9.0,0.0,22.0,0.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6524.0,6186.0,,32.0
444529,0.0,0.0,3.0,39.0,41.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,4544.0,3807.0,,115.0
444714,0.0,3.0,0.0,60.0,6.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7397.0,9377.0,0.0,,,6461.0,4229.0,,248.0
444954,1.0,4.0,0.0,3.0,1.0,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5064.0,4837.0,0.3206,4692.0,11688.0,3271.0,3963.0,2939.0,650.0
445300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,13995.0,17421.0,0.0,,,,,,
445692,2.0,6.0,3.0,6.0,17.0,1.0,51.0,,,0.032258,0.043011,0.010753,0.010753,0.010753,0.0,0.021505,0.032258,0.010753,0.172043,0.193548,0.021505,0.0,0.0,0.0,0.150538,0.849462,0.634409,0.537634,0.096774,1.0,0.0,0.0,0.0,0.0,0.0,47921.5,27000.0,6334.0,0.0529,24120.0,24120.0,6385.0,5468.0,6361.0,470.0
445708,0.0,3.0,2.0,45.0,12.0,0.0,33.0,,,0.0,0.00939,0.00939,0.00939,0.014085,0.004695,0.140845,0.464789,0.323944,0.032864,0.079812,0.046948,0.0,0.0,0.0,0.671362,0.328638,0.370892,0.126761,0.244131,0.0,0.014085,0.0,0.0,0.0,0.455399,47921.5,16000.0,13989.0,0.0503,35750.0,35750.0,8988.0,5772.0,19012.0,1231.0
445744,0.0,6.0,1.0,43.0,21.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8179.0,10500.0,0.0,14302.0,14302.0,8978.0,4856.0,300.0,481.0
445850,0.0,1.0,0.0,87.0,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4761.0,5893.0,0.3033,,,6631.0,4632.0,133.0,97.0
446084,0.0,1.0,1.0,37.0,1.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6574.0,7912.0,0.7374,,,,2025.0,,21.0
446093,5.0,0.0,12.0,2.0,46.0,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.2952,,,8203.0,5696.0,94.0,88.0
446349,0.0,0.0,0.0,12.0,0.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,7000.0,7000.0,11385.0,4759.0,,25.0
446394,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47921.5,,,0.0,5200.0,5200.0,,,,3.0
446604,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,14500.0,14500.0,,9458.0,6117.0,2399.0
447050,1.0,3.0,12.0,13.0,25.0,2.0,42.0,2.0,1.0,0.0,0.0,0.0,0.017241,0.172414,0.155172,0.034483,0.137931,0.103448,0.068966,0.224138,0.155172,0.0,0.0,0.0,0.741379,0.258621,0.465517,0.137931,0.327586,0.017241,0.0,0.0,0.0,0.948276,0.034483,47921.5,,,0.5603,5300.0,5300.0,5694.0,3125.0,,60.0
447166,2.0,5.0,4.0,4.0,27.0,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6222.0,8189.0,0.3696,,,8706.0,5137.0,1000.0,33.0
447458,0.0,13.0,6.0,43.0,18.0,3.0,13.0,,,0.0,0.0,0.0,0.065217,0.086957,0.021739,0.086957,0.130435,0.043478,0.26087,0.304348,0.043478,0.065217,0.065217,0.0,0.195652,0.804348,0.195652,0.173913,0.021739,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,16167.0,10784.0,0.0,24273.0,24273.0,9690.0,15439.0,2173.0,253.0
447713,0.0,1.0,40.0,10.0,29.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,18200.0,22000.0,0.0,,,,,,208.0
447722,0.0,0.0,10.0,3.0,60.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7405.0,0.0,,,7456.0,6161.0,,30.0
447795,0.0,0.0,48.0,10.0,5.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,3217.0,,42.0
447883,0.0,2.0,1.0,37.0,24.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4750.0,6333.0,0.5313,,,6676.0,4799.0,,71.0
449250,1.0,3.0,1.0,8.0,63.0,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,7137.0,4890.0,358.0,688.0
449490,0.0,1.0,3.0,68.0,11.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6333.0,0.0,,,10955.0,4173.0,,164.0
449612,0.0,0.0,0.0,30.0,4.0,0.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,12000.0,20000.0,0.0,14500.0,14500.0,5968.0,6052.0,1000.0,93.0
449685,0.0,0.0,4.0,46.0,41.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7841.0,0.0,,,5145.0,4492.0,,230.0
449834,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449861,1.0,0.0,3.0,45.0,15.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4079.0,7046.0,0.0,,,5949.0,3414.0,,172.0
449870,1.0,0.0,5.0,5.0,39.0,0.0,4.0,1.0,36.0,0.0,0.0,0.0,0.026316,0.052632,0.026316,0.0,0.0,0.0,0.131579,0.210526,0.078947,0.0,0.0,0.0,0.578947,0.421053,0.157895,0.078947,0.078947,0.0,0.394737,0.0,0.0,0.0,0.289474,47921.5,,,0.0556,12528.0,12528.0,6763.0,5059.0,3032.0,60.0
449995,0.0,18.0,3.0,28.0,11.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8389.0,13000.0,0.4162,,,10338.0,5771.0,1673.0,64.0
450298,0.0,4.0,0.0,57.0,8.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.058824,0.058824,0.0,0.029412,0.470588,0.441176,0.0,0.058824,0.058824,0.0,0.0,0.0,0.794118,0.205882,0.294118,0.117647,0.176471,0.264706,0.0,0.0,0.0,0.0,0.558824,47921.5,5500.0,12667.0,0.9326,13320.0,13320.0,,,,13.0
450395,1.0,8.0,0.0,15.0,4.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7916.0,6333.0,0.646,,,7516.0,6647.0,,60.0
450614,0.0,5.0,1.0,74.0,6.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8069.0,9500.0,0.2472,,,8496.0,4892.0,813.0,85.0
450711,0.0,0.0,0.0,84.0,13.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8365.0,12198.0,0.0,,,5271.0,5512.0,,56.0
451495,0.0,0.0,0.0,59.0,31.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,9391.0,5485.0,,296.0
451918,0.0,4.0,1.0,10.0,5.0,1.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4584.0,7917.0,0.0,,,9234.0,5624.0,,115.0
452780,0.0,0.0,8.0,0.0,8.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,1.0,,,,,,
454184,2.0,2.0,6.0,6.0,9.0,0.0,63.0,,,0.008621,0.034483,0.025862,0.008621,0.043103,0.034483,0.017241,0.060345,0.043103,0.025862,0.12931,0.103448,0.0,0.0,0.0,0.724138,0.275862,0.646552,0.189655,0.456897,0.0,0.612069,0.0,0.0,0.0,0.215517,47921.5,,,0.0486,37000.0,37000.0,6383.0,4974.0,23066.0,351.0
454458,0.0,0.0,0.0,0.0,47.0,7.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,13999.0,19001.0,0.0,14580.0,14580.0,9448.0,4703.0,,15.0
454555,1.0,6.0,4.0,4.0,42.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5344.0,6333.0,0.0,,,3401.0,1987.0,774.0,244.0
454616,2.0,6.0,1.0,13.0,9.0,0.0,69.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.818182,0.909091,0.727273,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,8965.0,10125.0,0.2891,15660.0,15660.0,11243.0,4719.0,5310.0,128.0
454652,0.0,1.0,0.0,25.0,6.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9833.0,9601.0,0.0,,,9474.0,5525.0,9000.0,146.0
454768,0.0,3.0,7.0,8.0,39.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6333.0,6333.0,0.3802,,,7155.0,4793.0,,157.0
454935,0.0,0.0,0.0,0.0,4.0,0.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,5414.0,5929.0,,75.0
454953,0.0,3.0,0.0,51.0,31.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.3929,,,6003.0,3995.0,,25.0
454999,1.0,8.0,3.0,34.0,3.0,2.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4750.0,7307.0,0.5982,,,4230.0,,,52.0
455071,0.0,4.0,2.0,35.0,2.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3690.0,6365.0,1.0,,,,,,
455099,,,,,,,,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455211,1.0,14.0,6.0,23.0,29.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8424.0,0.0,,,7562.0,5150.0,,313.0
455479,1.0,3.0,1.0,39.0,4.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7568.0,9500.0,0.1844,14742.0,14742.0,9335.0,5019.0,485.0,574.0
455558,0.0,4.0,1.0,80.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7667.0,12386.0,0.0,20880.0,20880.0,9161.0,6996.0,617.0,91.0
455956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,,,
456205,0.0,5.0,0.0,68.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9225.0,10317.0,0.0177,,,8007.0,4533.0,,216.0
456454,1.0,3.0,5.0,4.0,19.0,4.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,8028.0,11781.0,0.0705,13742.0,13742.0,8168.0,6072.0,,419.0
456515,0.0,13.0,0.0,11.0,9.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,13545.0,6044.0,495.0,45.0
