UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Nonresident Undergraduates,Percent of Bachelor Degrees American Indian or Alaska Native Men,Percent of Bachelor Degrees American Indian or Alaska Native Total,Percent of Bachelor Degrees American Indian or Alaska Native Women,Percent of Bachelor Degrees Asian Men,Percent of Bachelor Degrees Asian Total,Percent of Bachelor Degrees Asian Women,Percent of Bachelor Degrees Black or African American Men,Percent of Bachelor Degrees Black or African American Total,Percent of Bachelor Degrees Black or African American Women,Percent of Bachelor Degrees Latino Men,Percent of Bachelor Degrees Latino Total,Percent of Bachelor Degrees Latina Women,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Men,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Total,Percent of Bachelor Degrees Native Hawaiian or Other Pacific Islander Women,Percent of Bachelor Degrees Women,Percent of Bachelor Degrees Men,Percent of Bachelor Degrees White Total,Percent of Bachelor Degrees White Men,Percent of Bachelor Degrees White Women,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Median Earnings of Students Working and Not Enrolled 10 Years After Entry,Median Debt for Dependent Students,Median Debt for Independent Students,Percent of Part-Time Undergraduates,"Average In-State Tuition for First-Time, Full-Time Undergraduates","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates",Number of Undergraduates Enrolled
445267,0.0,2.0,1.0,5.0,4.0,0.0,84.0,13.0,1.0,0.0,0.0,0.0,0.006051,0.01059,0.004539,0.01059,0.045386,0.034796,0.009077,0.03177,0.022693,0.0,0.001513,0.001513,0.783661,0.216339,0.877458,0.177005,0.700454,0.027231,0.0,0.266263,0.006051,0.385779,0.136157,47921.5,11000.0,13834.0,0.4503,6240.0,6240.0,4086.0,4927.0,,949.0
446002,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447698,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447777,1.0,1.0,19.0,34.0,19.0,2.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,10014.0,10750.0,0.9813,,,4041.0,3431.0,,19.0
447847,0.0,3.0,5.0,5.0,34.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10645.0,10411.0,0.0,8325.0,8325.0,8140.0,5017.0,,128.0
447892,0.0,2.0,1.0,83.0,4.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3667.0,6334.0,0.464,,,6870.0,5889.0,,77.0
447935,0.0,6.0,0.0,42.0,2.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,10444.0,15000.0,0.0,12420.0,12420.0,6697.0,4302.0,,286.0
448372,1.0,2.0,19.0,4.0,18.0,3.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,,,19570.0,3962.0,,196.0
448433,1.0,9.0,6.0,3.0,45.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,11188.0,13875.0,0.0,,,8319.0,5127.0,2518.0,1232.0
449393,1.0,1.0,2.0,1.0,87.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3088.0,2965.0,0.0,,,1930.0,5507.0,,85.0
449506,0.0,0.0,0.0,2.0,98.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,12000.0,23000.0,0.0,,,,,,63.0
449597,0.0,0.0,0.0,50.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,8363.0,6528.0,,4.0
449658,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.882353,0.882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0067,7200.0,7200.0,,8017.0,4110.0,117.0
449676,0.0,3.0,23.0,35.0,27.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5399.0,6371.0,0.0,,,6128.0,5782.0,,273.0
449700,0.0,1.0,3.0,44.0,1.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7791.0,10876.0,0.0,17545.0,17545.0,2688.0,3524.0,,382.0
449764,1.0,3.0,2.0,18.0,17.0,0.0,47.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478,0.043478,0.043478,0.086957,0.043478,0.0,0.0,0.0,0.434783,0.565217,0.869565,0.521739,0.347826,0.0,0.0,0.0,0.0,0.0,0.0,27937.0,5500.0,9500.0,0.5152,20000.0,20000.0,7289.0,5554.0,3845.0,141.0
449782,0.0,0.0,0.0,24.0,52.0,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.4,,,7535.0,3475.0,,17.0
449807,0.0,0.0,0.0,26.0,1.0,0.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4565.0,6365.0,0.0,,,4672.0,4672.0,,70.0
449922,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449986,0.0,1.0,1.0,11.0,48.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,10556.0,13000.0,0.3041,,,9081.0,5641.0,2000.0,206.0
450605,0.0,4.0,0.0,31.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6222.0,9300.0,0.2647,,,7966.0,4678.0,1000.0,31.0
450960,0.0,0.0,6.0,21.0,66.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9500.0,9500.0,0.2807,,,7045.0,7906.0,,228.0
450988,0.0,0.0,60.0,6.0,20.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.3616,,,,4472.0,,132.0
451042,0.0,0.0,0.0,27.0,36.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.6316,,,633.0,200.0,,7.0
451255,0.0,0.0,0.0,2.0,31.0,0.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5920.0,7647.0,0.623,,,7055.0,3551.0,,29.0
451343,0.0,1.0,0.0,47.0,1.0,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4500.0,4875.0,0.3846,,,7022.0,6767.0,,59.0
451459,0.0,5.0,5.0,27.0,12.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,6333.0,0.2969,,,6130.0,4234.0,,56.0
451501,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,6998.0,,258.0
451547,0.0,0.0,0.0,31.0,38.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6934.0,0.0,,,6270.0,5113.0,,16.0
451556,0.0,0.0,1.0,3.0,90.0,0.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030769,0.046154,0.015385,0.430769,0.846154,0.415385,0.015385,0.015385,0.0,0.461538,0.538462,0.076923,0.046154,0.030769,0.0,0.0,0.0,0.0,0.538462,0.461538,36041.0,12000.0,15922.0,0.0,14000.0,14000.0,10291.0,5804.0,,1432.0
451583,1.0,1.0,0.0,1.0,15.0,1.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.7323,,,,3837.0,1177.0,186.0
452081,0.0,6.0,1.0,22.0,7.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,5500.0,9500.0,0.0,,,9875.0,5931.0,243.0,968.0
454245,1.0,4.0,11.0,8.0,26.0,1.0,48.0,,,0.0,0.004739,0.004739,0.014218,0.109005,0.094787,0.004739,0.042654,0.037915,0.033175,0.236967,0.203791,0.0,0.004739,0.004739,0.886256,0.113744,0.57346,0.056872,0.516588,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,21725.0,16446.0,0.6703,19572.0,19572.0,8500.0,7226.0,,254.0
454546,0.0,5.0,5.0,27.0,33.0,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5344.0,6333.0,0.0,,,2460.0,1808.0,1333.0,169.0
454722,6.0,0.0,0.0,6.0,74.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1667,,,3042.0,6182.0,,32.0
454838,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,,,
454856,1.0,4.0,6.0,14.0,15.0,0.0,56.0,15.0,0.0,0.0,0.002433,0.002433,0.012165,0.065693,0.053528,0.007299,0.080292,0.072993,0.017032,0.114355,0.097324,0.0,0.004866,0.004866,0.868613,0.131387,0.59854,0.080292,0.518248,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,17708.0,29113.0,0.0,10736.0,10736.0,,,,1046.0
455062,0.0,13.0,0.0,18.0,5.0,0.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,5243.0,0.5373,,,4852.0,5095.0,,34.0
455141,1.0,4.0,2.0,26.0,5.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6333.0,6333.0,0.0,,,8232.0,4484.0,10000.0,217.0
455202,0.0,2.0,14.0,12.0,32.0,1.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5349.0,11068.0,0.0588,,,4070.0,589.0,,224.0
455275,0.0,5.0,1.0,26.0,2.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6333.0,0.0,,,9249.0,4468.0,10000.0,255.0
455327,0.0,0.0,0.0,32.0,27.0,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0667,,,5974.0,4010.0,,34.0
455460,0.0,0.0,1.0,72.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6426.0,9500.0,0.0,,,6646.0,5093.0,71.0,141.0
455512,1.0,5.0,12.0,2.0,48.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.5699,1104.0,6360.0,,4829.0,,554.0
455664,0.0,5.0,2.0,23.0,21.0,2.0,41.0,5.0,3.0,0.0,0.0,0.0,0.0,0.027027,0.027027,0.054054,0.27027,0.216216,0.027027,0.216216,0.189189,0.0,0.0,0.0,0.837838,0.162162,0.405405,0.081081,0.324324,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,9125.0,14739.0,0.8956,11328.0,11328.0,7423.0,3529.0,1250.0,15.0
455761,1.0,3.0,2.0,9.0,19.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6333.0,0.3614,,,7431.0,4953.0,500.0,213.0
455798,0.0,1.0,1.0,25.0,27.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6333.0,6333.0,0.4706,,,6025.0,4017.0,,56.0
455831,1.0,0.0,0.0,47.0,37.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,7730.0,0.0,,,4333.0,3825.0,,188.0
455868,4.0,0.0,14.0,5.0,69.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6041.0,8393.0,0.0,,,8002.0,6193.0,,330.0
455974,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3827.0,3851.0,0.0,11200.0,11200.0,6500.0,5500.0,,114.0
456038,4.0,10.0,4.0,5.0,32.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,6561.0,4342.0,1437.0,383.0
456959,0.0,3.0,15.0,12.0,9.0,0.0,58.0,,,0.0,0.0,0.0,0.03876,0.170543,0.131783,0.023256,0.162791,0.139535,0.023256,0.062016,0.03876,0.0,0.0,0.0,0.790698,0.209302,0.565891,0.108527,0.457364,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,16500.0,18750.0,0.0342,12376.0,12376.0,8196.0,5868.0,4027.0,616.0
456977,0.0,0.0,0.0,10.0,85.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8800.0,0.0,11952.0,11952.0,6500.0,6600.0,500.0,39.0
457077,1.0,2.0,2.0,7.0,58.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,6333.0,0.0,,,4561.0,4007.0,2110.0,375.0
457101,0.0,4.0,16.0,20.0,36.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5971.0,9500.0,0.0,,,7614.0,4028.0,,349.0
457387,1.0,1.0,0.0,15.0,69.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,5682.0,2817.0,186.0
457554,0.0,0.0,0.0,8.0,0.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.4444,,,7263.0,4410.0,,21.0
457785,0.0,0.0,2.0,4.0,48.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8331.0,0.0,,,6032.0,4136.0,3000.0,52.0
457794,0.0,1.0,29.0,0.0,0.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,,2459.0,,78.0
458140,4.0,6.0,4.0,0.0,6.0,2.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,16050.0,16050.0,,,,52.0
458803,0.0,2.0,0.0,89.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6222.0,9300.0,0.193,,,8059.0,4428.0,1000.0,117.0
458964,0.0,3.0,0.0,69.0,3.0,0.0,23.0,1.0,0.0,0.0,0.004762,0.004762,0.0,0.0,0.0,0.12381,0.638095,0.514286,0.009524,0.02381,0.014286,0.0,0.0,0.0,0.757143,0.242857,0.261905,0.090476,0.171429,0.090476,0.0,0.0,0.0,0.0,0.804762,47921.5,5500.0,12667.0,0.9296,13320.0,13320.0,,6580.0,,139.0
459064,1.0,1.0,0.0,76.0,3.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8069.0,9500.0,0.2969,,,8320.0,4503.0,,46.0
459259,0.0,2.0,2.0,37.0,3.0,0.0,31.0,2.0,3.0,0.0,0.0,0.0,0.0,0.060606,0.060606,0.0,0.424242,0.424242,0.030303,0.181818,0.151515,0.0,0.030303,0.030303,0.969697,0.030303,0.272727,0.0,0.272727,0.0,0.0,0.0,0.0,0.848485,0.030303,47921.5,13168.0,13572.0,0.4152,16920.0,16920.0,8210.0,2571.0,8382.0,174.0
459310,0.0,0.0,1.0,18.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,,,0.0,17813.0,17813.0,3318.0,6345.0,,77.0
459499,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6379.0,4015.0,,29.0
459824,2.0,4.0,9.0,7.0,16.0,0.0,60.0,2.0,0.0,0.0,0.019231,0.019231,0.038462,0.173077,0.134615,0.038462,0.115385,0.076923,0.038462,0.134615,0.096154,0.0,0.0,0.0,0.846154,0.153846,0.461538,0.038462,0.423077,0.0,0.0,0.0,0.0,1.0,0.0,47921.5,,,0.05,9900.0,9900.0,,,,51.0
459851,1.0,3.0,6.0,28.0,10.0,0.0,47.0,0.0,0.0,0.012195,0.012195,0.0,0.012195,0.085366,0.073171,0.04878,0.073171,0.02439,0.012195,0.04878,0.036585,0.0,0.0,0.0,0.792683,0.207317,0.743902,0.121951,0.621951,0.02439,0.0,0.0,0.0,0.853659,0.060976,27937.0,11180.0,11963.0,0.5152,13320.0,13320.0,5797.0,3915.0,4719.0,191.0
459994,1.0,4.0,1.0,32.0,12.0,0.0,47.0,3.0,0.0,0.0,0.001393,0.001393,0.005571,0.016713,0.011142,0.10585,0.406685,0.300836,0.037604,0.089136,0.051532,0.0,0.001393,0.001393,0.669916,0.330084,0.408078,0.160167,0.247911,0.06546,0.0,0.0,0.001393,0.005571,0.867688,47921.5,5500.0,12667.0,0.9524,13320.0,13320.0,,2265.0,,428.0
460093,0.0,7.0,0.0,11.0,0.0,0.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,10768.0,5765.0,226.0,45.0
460109,0.0,3.0,0.0,31.0,21.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,10457.0,5978.0,231.0,121.0
460127,0.0,1.0,1.0,25.0,6.0,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,10379.0,5716.0,220.0,80.0
460376,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,47921.5,,,0.1176,10128.0,10128.0,,,,7.0
460464,0.0,3.0,11.0,6.0,59.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,3500.0,9500.0,0.7479,1380.0,10080.0,9500.0,4910.0,,1543.0
460482,1.0,5.0,1.0,55.0,4.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7667.0,12386.0,0.0,24000.0,24000.0,17120.0,7971.0,491.0,166.0
460738,1.0,2.0,5.0,15.0,6.0,0.0,65.0,6.0,0.0,0.006441,0.022544,0.016103,0.003221,0.035427,0.032206,0.019324,0.1562,0.136876,0.003221,0.040258,0.037037,0.0,0.003221,0.003221,0.906602,0.093398,0.652174,0.048309,0.603865,0.0,0.0,0.0,0.00161,0.99839,0.0,47921.5,,,0.8492,10320.0,10320.0,,,,136.0
460899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,9286.0,9500.0,0.0,,,,,,
460996,1.0,1.0,1.0,19.0,2.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,8134.0,0.2031,,,8413.0,6004.0,2350.0,106.0
461014,0.0,0.0,2.0,65.0,19.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,8418.0,9500.0,0.0,14016.0,14016.0,10864.0,6715.0,465.0,1199.0
461032,4.0,3.0,1.0,55.0,9.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222,0.5,0.277778,0.0,0.111111,0.111111,0.0,0.0,0.0,0.444444,0.555556,0.388889,0.333333,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,36041.0,,,0.5638,5784.0,5784.0,2326.0,2139.0,,48.0
461111,0.0,3.0,0.0,23.0,43.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2667,,,,4875.0,,24.0
461537,0.0,3.0,0.0,3.0,3.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.1667,,,6655.0,4995.0,,32.0
461582,1.0,2.0,5.0,19.0,43.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4584.0,7917.0,0.0,,,6309.0,5132.0,,162.0
461874,0.0,0.0,0.0,23.0,26.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,6867.0,6333.0,0.0,,,4595.0,4350.0,,87.0
461926,1.0,3.0,2.0,0.0,12.0,4.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7580.0,8849.0,0.3653,,,8545.0,4260.0,1223.0,119.0
461999,1.0,0.0,1.0,26.0,3.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3922.0,4750.0,0.0,,,4632.0,3976.0,,136.0
468246,1.0,12.0,1.0,3.0,8.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5195.0,6333.0,0.0,,,6188.0,4323.0,,139.0
468255,0.0,8.0,0.0,0.0,12.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5195.0,6333.0,0.0,,,5368.0,4128.0,,25.0
469416,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.875,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36041.0,4500.0,4800.0,0.2863,7080.0,7080.0,4623.0,7174.0,300.0,191.0
475060,0.0,2.0,0.0,85.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,9225.0,10317.0,0.0177,,,8357.0,4851.0,,242.0
475228,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475468,0.0,3.0,1.0,18.0,29.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3596.0,4912.0,0.6504,,,5902.0,3896.0,,112.0
475477,1.0,11.0,1.0,33.0,10.0,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,13501.0,20770.0,0.3316,13680.0,13680.0,4385.0,3560.0,2000.0,29.0
475495,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36041.0,8397.0,15188.0,0.0,,,,,,
476063,0.0,0.0,1.0,45.0,14.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.0,,,6540.0,3924.0,2385.0,257.0
476601,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,13100.0,13100.0,,5736.0,6653.0,81.0
476887,0.0,1.0,1.0,80.0,6.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.1835,,,7380.0,5254.0,,525.0
476896,1.0,4.0,3.0,1.0,45.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7666.0,9500.0,0.0,,,7686.0,5841.0,,77.0
476902,0.0,7.0,1.0,40.0,13.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,5500.0,9500.0,0.375,,,7929.0,5813.0,,57.0
476957,0.0,9.0,0.0,0.0,45.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,3045.0,4531.0,,9.0
480019,1.0,0.0,2.0,11.0,58.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,4645.0,6201.0,0.1716,,,5247.0,3689.0,,720.0
480657,1.0,5.0,2.0,18.0,10.0,0.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.030303,0.030303,0.0,0.0,0.0,0.030303,0.181818,0.151515,0.0,0.0,0.0,0.939394,0.060606,0.727273,0.030303,0.69697,0.0,0.0,0.0,0.0,0.939394,0.0,36041.0,9166.0,12749.0,0.5058,11654.0,11654.0,9123.0,6529.0,1090.0,361.0
481021,0.0,0.0,2.0,6.0,24.0,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.2807,,,5417.0,2502.0,4833.0,45.0
481225,0.0,0.0,0.0,12.0,29.0,0.0,18.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.555556,0.222222,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47921.5,,,0.0,8024.0,8024.0,,,,15.0
481331,0.0,0.0,0.0,56.0,22.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,3666.0,5603.0,0.0606,,,5149.0,4050.0,,91.0
481368,0.0,0.0,16.0,0.0,8.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,6173.0,5113.0,,51.0
481571,0.0,0.0,0.0,0.0,67.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,,,0.0,,,8396.0,6195.0,,3.0
481678,0.0,1.0,0.0,51.0,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27937.0,7667.0,9500.0,0.4667,,,8469.0,5056.0,1000.0,43.0
482699,0.0,3.0,1.0,22.0,10.0,0.0,63.0,,,0.0,0.0,0.0,0.0,0.010417,0.010417,0.0,0.104167,0.104167,0.03125,0.09375,0.0625,0.0,0.0,0.0,0.791667,0.208333,0.78125,0.166667,0.614583,0.104167,0.0,0.177083,0.0,0.364583,0.354167,36041.0,5500.0,10000.0,0.3413,2280.0,8632.0,5442.0,6035.0,3567.0,1013.0
